경기번호,팀명,경기장,관중수,경기날짜,결과,1팀score,2팀score,이름,득점_득점,공격종합_시도,공격종합_성공,공격종합_공격차단,공격종합_범실,공격종합_성공률,공격종합_점유율,오픈_시도,오픈_성공,오픈_공격차단,오픈_범실,오픈_성공률,오픈_점유율,시간차_시도,시간차_성공,시간차_공격차단,시간차_범실,시간차_성공률,시간차_점유율,이동_시도,이동_성공,이동_공격차단,이동_범실,이동_성공률,이동_점유율,후위_시도,후위_성공,후위_공격차단,후위_범실,후위_성공률,후위_점유율,속공_시도,속공_성공,속공_공격차단,속공_범실,속공_성공률,속공_점유율,퀵오픈_시도,퀵오픈_성공,퀵오픈_공격차단,퀵오픈_범실,퀵오픈_성공률,퀵오픈_점유율,서브_시도,서브_성공,서브_범실,서브_성공률,서브_점유율,디그_시도,디그_성공,디그_실패,디그_범실,디그_세트당,디그_점유율,세트_시도,세트_성공,세트_범실,세트_세트당,세트_점유율,리시브_시도,리시브_정확,리시브_실패,리시브_세트당,리시브_점유율,블로킹_시도,블로킹_성공,블로킹_유효블락,블로킹_실패,블로킹_범실,블로킹_세트당,블로킹_점유율,블로킹_어시스트,벌칙_벌칙,범실_범실,포지션,득점점유율,스타팅멤버
276,GS칼텍스,서울장충체육관,0,2020-10-21,0,1,3,이소영,14,37,14,1,0,37.84,20.22,14,4,1,0,28.57,19.44,4,2,0,0,50.0,80.0,0,0,0,0,0.0,0.0,2,0,0,0,0.0,8.0,0,0,0,0,0.0,0.0,17,8,0,0,47.06,23.94,14,0,2,0.0,13.86,24,20,4,0,5.0,17.65,6,0,0,0.0,3.11,26,17,0,65.38,25.74,7,0,4,3,0,0.0,11.67,0,0,2,L,0.1842105263157894,1
276,GS칼텍스,서울장충체육관,0,2020-10-21,0,1,3,한수지,5,10,3,0,0,30.0,5.46,3,1,0,0,33.33,4.17,0,0,0,0,0.0,0.0,1,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,6,2,0,0,33.33,66.67,0,0,0,0,0.0,0.0,18,0,0,0.0,17.82,11,8,3,0,2.0,8.09,4,0,0,0.0,2.07,0,0,0,0.0,0.0,16,2,7,5,0,0.5,26.67,1,0,0,C,0.0657894736842105,1
276,GS칼텍스,서울장충체육관,0,2020-10-21,0,1,3,유서연,5,8,5,0,0,62.5,4.37,2,1,0,0,50.0,2.78,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,4,0,0,66.67,8.45,1,0,0,0.0,0.99,2,2,0,0,0.5,1.47,1,0,0,0.0,0.52,0,0,0,0.0,0.0,1,0,1,0,0,0.0,1.67,0,0,0,R,0.0657894736842105,0
276,GS칼텍스,서울장충체육관,0,2020-10-21,0,1,3,안혜진,3,1,0,0,0,0.0,0.55,1,0,0,0,0.0,1.39,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,23,1,2,0.25,22.77,11,10,1,0,2.5,8.09,135,53,3,13.25,69.95,0,0,0,0.0,0.0,6,2,3,1,0,0.5,10.0,1,0,5,S,0.0394736842105263,1
276,GS칼텍스,서울장충체육관,0,2020-10-21,0,1,3,이원정,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,0,0,0.0,3.96,3,3,0,0,0.75,2.21,27,8,1,2.0,13.99,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,S,0.0,0
276,GS칼텍스,서울장충체육관,0,2020-10-21,0,1,3,한다혜,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,19,16,3,0,4.0,13.97,6,0,0,0.0,3.11,23,15,0,65.22,22.77,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
276,GS칼텍스,서울장충체육관,0,2020-10-21,0,1,3,한수진,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,14,9,5,0,2.25,10.29,3,1,0,0.25,1.55,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,루시아,27,55,24,1,2,43.64,32.54,32,17,0,2,53.13,41.03,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,19,6,1,0,31.58,57.58,0,0,0,0,0.0,0.0,4,1,0,0,25.0,9.52,18,0,0,0.0,16.51,13,12,1,0,3.0,11.61,4,1,1,0.25,2.27,0,0,0,0.0,0.0,18,3,5,5,0,0.75,18.75,0,0,3,R,0.3033707865168539,1
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,김연경,25,47,20,3,4,42.55,27.81,17,8,1,4,47.06,21.79,5,3,0,0,60.0,62.5,0,0,0,0,0.0,0.0,8,4,0,0,50.0,24.24,0,0,0,0,0.0,0.0,17,5,2,0,29.41,40.48,28,4,1,1.0,25.69,17,15,2,0,3.75,15.18,4,1,0,0.25,2.27,23,8,1,30.43,24.73,10,1,2,4,0,0.25,10.42,2,0,5,L,0.2808988764044944,1
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,이재영,19,51,18,4,2,35.29,30.18,21,8,1,1,38.1,26.92,3,3,0,0,100.0,37.5,0,0,0,0,0.0,0.0,6,1,1,0,16.67,18.18,0,0,0,0,0.0,0.0,21,6,2,1,28.57,50.0,16,0,1,0.0,14.68,22,21,1,0,5.25,19.64,4,0,0,0.0,2.27,51,26,0,50.98,54.84,8,1,4,1,0,0.25,8.33,1,0,3,L,0.2134831460674157,1
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,김세영,10,6,5,0,0,83.33,3.55,2,2,0,0,100.0,2.56,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,3,0,0,75.0,50.0,0,0,0,0,0.0,0.0,9,0,0,0.0,8.26,5,5,0,0,1.25,4.46,3,1,0,0.25,1.7,1,0,0,0.0,1.08,25,5,8,7,0,1.25,26.04,3,0,0,C,0.1123595505617977,1
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,이다영,5,5,3,0,0,60.0,2.96,5,3,0,0,60.0,6.41,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,13,0,2,0.0,11.93,13,10,3,0,2.5,11.61,144,61,1,15.25,81.82,0,0,0,0.0,0.0,20,2,8,6,1,0.5,20.83,3,0,4,S,0.0561797752808988,1
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,김채연,3,4,1,1,0,25.0,2.37,1,0,0,0,0.0,1.28,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,1,1,0,33.33,37.5,0,0,0,0,0.0,0.0,13,0,0,0.0,11.93,5,4,1,0,1.0,4.46,0,0,0,0.0,0.0,0,0,0,0.0,0.0,13,2,6,2,1,0.5,13.54,1,0,1,C,0.0337078651685393,1
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,김미연,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,0,0,0.0,2.75,0,0,0,0,0.0,0.0,1,0,0,0.0,0.57,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,도수빈,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,16,15,1,0,3.75,14.29,6,2,0,0.5,3.41,18,6,0,33.33,19.35,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,박상미,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,20,14,6,0,3.5,17.86,8,1,0,0.25,4.55,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
276,흥국생명,서울장충체육관,0,2020-10-21,1,1,3,박현주,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,0,1,0.0,4.59,0,0,0,0,0.0,0.0,2,0,0,0.0,1.14,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,L,0.0,0
277,현대건설,수원체육관,0,2020-10-23,1,3,0,루소,23,44,18,2,1,40.91,28.21,16,8,1,0,50.0,17.58,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,17,6,0,1,35.29,89.47,0,0,0,0,0.0,0.0,11,4,1,0,36.36,40.74,14,0,2,0.0,18.92,25,21,4,0,7.0,20.66,4,0,0,0.0,2.52,3,1,0,33.33,4.92,13,5,3,4,0,1.67,15.66,2,0,3,L,0.3770491803278688,1
277,현대건설,수원체육관,0,2020-10-23,1,3,0,정지윤,12,22,10,1,1,45.45,14.1,16,7,1,1,43.75,17.58,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,4,3,0,0,75.0,28.57,2,0,0,0,0.0,7.41,7,0,0,0.0,9.46,2,1,1,0,0.33,1.65,3,0,0,0.0,1.89,0,0,0,0.0,0.0,19,2,9,1,1,0.67,22.89,1,0,2,C,0.1967213114754098,1
277,현대건설,수원체육관,0,2020-10-23,1,3,0,양효진,10,30,8,0,3,26.67,19.23,19,5,0,1,26.32,20.88,2,1,0,0,50.0,40.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,9,2,0,2,22.22,64.29,0,0,0,0,0.0,0.0,9,0,1,0.0,12.16,5,5,0,0,1.67,4.13,5,1,0,0.33,3.14,0,0,0,0.0,0.0,26,2,12,8,0,0.67,31.33,1,0,4,C,0.1639344262295081,1
277,현대건설,수원체육관,0,2020-10-23,1,3,0,고예림,6,26,6,0,1,23.08,16.67,18,3,0,1,16.67,19.78,1,0,0,0,0.0,20.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,7,3,0,0,42.86,25.93,7,0,2,0.0,9.46,16,15,1,0,5.0,13.22,9,3,0,1.0,5.66,23,11,1,43.48,37.7,6,0,2,1,0,0.0,7.23,0,0,3,L,0.0983606557377049,1
277,현대건설,수원체육관,0,2020-10-23,1,3,0,황민경,4,27,3,2,1,11.11,17.31,17,1,1,1,5.88,18.68,2,1,0,0,50.0,40.0,0,0,0,0,0.0,0.0,2,0,0,0,0.0,10.53,0,0,0,0,0.0,0.0,6,1,1,0,16.67,22.22,13,0,1,0.0,17.57,17,15,2,0,5.0,14.05,5,2,0,0.67,3.14,19,10,0,52.63,31.15,10,1,3,1,0,0.33,12.05,0,0,2,L,0.0655737704918032,1
277,현대건설,수원체육관,0,2020-10-23,1,3,0,김다인,4,3,1,0,0,33.33,1.92,3,1,0,0,33.33,3.3,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,22,3,1,1.0,29.73,25,19,6,0,6.33,20.66,116,36,2,12.0,72.96,0,0,0,0.0,0.0,6,0,5,0,0,0.0,7.23,1,0,3,S,0.0655737704918032,1
277,현대건설,수원체육관,0,2020-10-23,1,3,0,이다현,2,2,1,0,0,50.0,1.28,1,0,0,0,0.0,1.1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,1,0,0,100.0,7.14,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,0,0.33,1.26,0,0,0,0.0,0.0,2,1,0,1,0,0.33,2.41,2,0,0,C,0.0327868852459016,0
277,현대건설,수원체육관,0,2020-10-23,1,3,0,김연견,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,17,17,0,0,5.67,14.05,8,1,0,0.33,5.03,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
277,현대건설,수원체육관,0,2020-10-23,1,3,0,김주하,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,14,14,0,0,4.67,11.57,5,1,0,0.33,3.14,15,8,0,53.33,24.59,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
277,한국도로공사,수원체육관,0,2020-10-23,0,3,0,켈시,19,58,17,3,3,29.31,36.94,37,12,1,3,32.43,38.54,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,15,3,0,0,20.0,78.95,0,0,0,0,0.0,0.0,6,2,2,0,33.33,22.22,13,1,0,0.33,19.4,19,16,3,0,5.33,15.32,3,0,0,0.0,1.89,0,0,0,0.0,0.0,6,1,2,1,1,0.33,8.57,2,0,4,R,0.3958333333333333,1
277,한국도로공사,수원체육관,0,2020-10-23,0,3,0,박정아,11,51,11,3,2,21.57,32.48,29,5,2,2,17.24,30.21,1,0,0,0,0.0,50.0,0,0,0,0,0.0,0.0,4,2,0,0,50.0,21.05,0,0,0,0,0.0,0.0,17,4,1,0,23.53,62.96,8,0,1,0.0,11.94,21,19,2,0,6.33,16.94,3,0,0,0.0,1.89,4,2,1,25.0,6.06,3,0,1,1,1,0.0,4.29,1,0,4,L,0.2291666666666666,1
277,한국도로공사,수원체육관,0,2020-10-23,0,3,0,전새얀,7,15,6,1,0,40.0,9.55,12,4,1,0,33.33,12.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,2,0,0,66.67,11.11,3,0,0,0.0,4.48,3,2,1,0,0.67,2.42,5,1,0,0.33,3.14,29,11,0,37.93,43.94,5,1,1,2,0,0.33,7.14,1,0,0,L,0.1458333333333333,0
277,한국도로공사,수원체육관,0,2020-10-23,0,3,0,배유나,4,13,2,1,0,15.38,8.28,6,2,1,0,33.33,6.25,0,0,0,0,0.0,0.0,3,0,0,0,0.0,100.0,0,0,0,0,0.0,0.0,4,0,0,0,0.0,40.0,0,0,0,0,0.0,0.0,10,0,0,0.0,14.93,7,6,1,0,2.0,5.65,4,2,0,0.67,2.52,0,0,0,0.0,0.0,18,2,9,3,0,0.67,25.71,1,0,0,C,0.0833333333333333,1
277,한국도로공사,수원체육관,0,2020-10-23,0,3,0,정대영,4,11,2,3,0,18.18,7.01,5,0,2,0,0.0,5.21,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,2,1,0,33.33,60.0,0,0,0,0,0.0,0.0,11,0,2,0.0,16.42,8,6,2,0,2.0,6.45,7,0,0,0.0,4.4,1,0,0,0.0,1.52,24,2,14,2,0,0.67,34.29,0,0,2,C,0.0833333333333333,1
277,한국도로공사,수원체육관,0,2020-10-23,0,3,0,문정원,3,4,2,0,0,50.0,2.55,2,1,0,0,50.0,2.08,1,1,0,0,100.0,50.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,1,0,0,0,0.0,3.7,5,1,1,0.33,7.46,6,5,1,0,1.67,4.84,0,0,0,0.0,0.0,12,7,0,58.33,18.18,2,0,2,0,0,0.0,2.86,0,0,1,R,0.0625,0
277,한국도로공사,수원체육관,0,2020-10-23,0,3,0,이고은,0,4,0,0,0,0.0,2.55,4,0,0,0,0.0,4.17,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,12,0,0,0.0,17.91,29,26,3,0,8.67,23.39,109,29,0,9.67,68.55,0,0,0,0.0,0.0,11,0,3,4,1,0.0,15.71,0,0,1,S,0.0,1
277,한국도로공사,수원체육관,0,2020-10-23,0,3,0,임명옥,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,30,28,2,0,9.33,24.19,17,5,0,1.67,10.69,20,8,2,30.0,30.3,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,이재영,25,42,22,1,3,52.38,30.66,32,17,1,1,53.13,36.78,1,0,0,1,0.0,20.0,0,0,0,0,0.0,0.0,4,2,0,0,50.0,25.0,0,0,0,0,0.0,0.0,5,3,0,1,60.0,26.32,20,2,2,0.5,20.0,21,18,3,0,4.5,23.86,4,1,0,0.25,2.78,34,12,2,29.41,40.96,7,1,2,4,0,0.25,11.29,1,0,5,L,0.3125,1
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,김연경,21,36,19,1,5,52.78,26.28,17,10,1,3,58.82,19.54,3,1,0,0,33.33,60.0,0,0,0,0,0.0,0.0,3,1,0,1,33.33,18.75,0,0,0,0,0.0,0.0,13,7,0,1,53.85,68.42,20,2,1,0.5,20.0,12,8,4,0,2.0,13.64,9,4,0,1.0,6.25,21,9,0,42.86,25.3,11,0,5,4,0,0.0,17.74,2,0,6,L,0.2625,1
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,루시아,18,41,16,5,3,39.02,29.93,31,12,3,3,38.71,35.63,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,9,3,2,0,33.33,56.25,0,0,0,0,0.0,0.0,1,1,0,0,100.0,5.26,14,2,2,0.5,14.0,9,9,0,0,2.25,10.23,1,0,0,0.0,0.69,0,0,0,0.0,0.0,3,0,1,1,0,0.0,4.84,1,0,5,R,0.225,1
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,이주아,6,8,4,0,0,50.0,5.84,1,0,0,0,0.0,1.15,0,0,0,0,0.0,0.0,2,1,0,0,50.0,100.0,0,0,0,0,0.0,0.0,5,3,0,0,60.0,62.5,0,0,0,0,0.0,0.0,9,0,0,0.0,9.0,2,2,0,0,0.5,2.27,2,0,0,0.0,1.39,2,1,0,50.0,2.41,11,2,5,2,0,0.5,17.74,2,0,0,C,0.075,1
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,김세영,5,5,0,0,0,0.0,3.65,1,0,0,0,0.0,1.15,1,0,0,0,0.0,20.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,3,0,0,0,0.0,37.5,0,0,0,0,0.0,0.0,10,1,0,0.25,10.0,5,3,2,0,0.75,5.68,1,0,0,0.0,0.69,2,1,0,50.0,2.41,14,4,5,4,0,1.0,22.58,0,0,0,C,0.0625,1
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,이다영,4,3,1,0,0,33.33,2.19,3,1,0,0,33.33,3.45,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,17,1,1,0.25,17.0,10,8,2,0,2.0,11.36,119,53,0,13.25,82.64,0,0,0,0.0,0.0,16,2,5,6,0,0.5,25.81,0,0,1,S,0.05,1
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,박현주,1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,8,1,1,0.25,8.0,1,1,0,0,0.25,1.14,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,1,L,0.0125,0
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,김미연,0,2,0,0,0,0.0,1.46,2,0,0,0,0.0,2.3,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,0,0,0.0,2.0,2,2,0,0,0.67,2.27,1,1,0,0.33,0.69,3,0,0,0.0,3.61,0,0,0,0,0,0.0,0.0,0,0,0,L,0.0,0
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,도수빈,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,9,8,1,0,2.0,10.23,5,0,0,0.0,3.47,21,10,0,47.62,25.3,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
278,흥국생명,인천계양체육관,0,2020-10-24,1,3,1,박상미,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,17,12,5,0,3.0,19.32,2,1,0,0.25,1.39,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
278,KGC인삼공사,인천계양체육관,0,2020-10-24,0,3,1,디우프,35,63,32,4,5,50.79,42.57,32,16,2,0,50.0,40.0,3,2,1,0,66.67,75.0,0,0,0,0,0.0,0.0,17,7,1,4,41.18,100.0,0,0,0,0,0.0,0.0,11,7,0,1,63.64,32.35,12,0,2,0.0,12.63,15,9,6,0,2.25,15.63,0,0,0,0.0,0.0,0,0,0,0.0,0.0,13,3,4,5,0,0.75,27.08,0,0,7,R,0.5737704918032787,1
278,KGC인삼공사,인천계양체육관,0,2020-10-24,0,3,1,최은지,13,26,12,1,0,46.15,17.57,20,9,0,0,45.0,25.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,3,1,0,50.0,17.65,19,0,1,0.0,20.0,16,12,4,0,3.0,16.67,3,1,0,0.25,2.03,38,13,4,23.68,40.86,3,1,1,1,0,0.25,6.25,1,0,1,L,0.2131147540983606,1
278,KGC인삼공사,인천계양체육관,0,2020-10-24,0,3,1,한송이,6,9,4,2,0,44.44,6.08,3,1,0,0,33.33,3.75,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,6,3,2,0,50.0,60.0,0,0,0,0,0.0,0.0,18,0,1,0.0,18.95,7,6,1,0,1.5,7.29,6,1,0,0.25,4.05,1,0,1,0.0,1.08,10,2,3,2,0,0.5,20.83,2,0,1,C,0.0983606557377049,1
278,KGC인삼공사,인천계양체육관,0,2020-10-24,0,3,1,이예솔,5,10,5,1,0,50.0,6.76,2,1,0,0,50.0,2.5,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,8,4,1,0,50.0,23.53,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,2,0,0,2,0,0.0,4.17,0,0,0,L,0.081967213114754,0
278,KGC인삼공사,인천계양체육관,0,2020-10-24,0,3,1,박은진,1,9,1,0,1,11.11,6.08,2,0,0,0,0.0,2.5,0,0,0,0,0.0,0.0,3,1,0,0,33.33,100.0,0,0,0,0,0.0,0.0,4,0,0,1,0.0,40.0,0,0,0,0,0.0,0.0,11,0,2,0.0,11.58,7,6,1,0,1.5,7.29,3,3,0,0.75,2.03,0,0,0,0.0,0.0,11,0,6,1,0,0.0,22.92,3,0,3,C,0.0163934426229508,1
278,KGC인삼공사,인천계양체육관,0,2020-10-24,0,3,1,하효림,1,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,2,1,0,0.33,2.11,0,0,0,0,0.0,0.0,17,6,0,2.0,11.49,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,0,S,0.0163934426229508,0
278,KGC인삼공사,인천계양체육관,0,2020-10-24,0,3,1,염혜선,0,3,0,0,0,0.0,2.03,3,0,0,0,0.0,3.75,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,20,0,0,0.0,21.05,13,7,5,1,1.75,13.54,106,53,0,13.25,71.62,0,0,0,0.0,0.0,5,0,3,2,0,0.0,10.42,0,0,1,S,0.0,1
278,KGC인삼공사,인천계양체육관,0,2020-10-24,0,3,1,오지영,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,26,22,4,0,5.5,27.08,9,1,0,0.25,6.08,20,14,1,65.0,21.51,0,0,0,0,0,0.0,0.0,0,0,0,Li,0.0,0
279,IBK기업은행,화성종합실내체육관,0,2020-10-25,0,2,3,라자레바,27,65,25,8,7,38.46,39.16,35,13,4,3,37.14,31.25,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,25,9,3,3,36.0,100.0,0,0,0,0,0.0,0.0,5,3,1,1,60.0,38.46,17,0,4,0.0,17.71,11,8,3,0,1.6,10.0,8,2,0,0.4,4.68,0,0,0,0.0,0.0,12,2,7,1,0,0.4,16.44,0,0,11,R,0.3648648648648648,1
279,IBK기업은행,화성종합실내체육관,0,2020-10-25,0,2,3,표승주,19,38,19,0,0,50.0,22.89,32,15,0,0,46.88,28.57,1,1,0,0,100.0,33.33,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,5,3,0,0,60.0,38.46,14,0,2,0.0,14.58,17,12,5,0,2.4,15.45,12,1,0,0.2,7.02,49,13,4,18.37,52.13,7,0,1,3,0,0.0,9.59,1,0,2,L,0.2567567567567567,1
279,IBK기업은행,화성종합실내체육관,0,2020-10-25,0,2,3,김수지,10,15,6,1,0,40.0,9.04,6,1,0,0,16.67,5.36,1,1,0,0,100.0,33.33,4,2,1,0,50.0,66.67,0,0,0,0,0.0,0.0,4,2,0,0,50.0,57.14,0,0,0,0,0.0,0.0,14,2,0,0.4,14.58,7,5,2,0,1.0,6.36,6,1,0,0.2,3.51,1,0,0,0.0,1.06,22,2,11,6,0,0.4,30.14,2,0,0,C,0.1351351351351351,1
